SC1095: 2D CFD runs
4 31    :nMach nAoA
==============================
-- Lift coefficient
==============================
0.3	-8	-1.60E-02
0.3	-7	-1.25E-02
0.3	-6	-1.15E-02
0.3	-5	-1.22E-02
0.3	-4	-1.30E-02
0.3	-3	-1.34E-02
0.3	-2	-1.36E-02
0.3	-1	-1.39E-02
0.3	0	-1.42E-02
0.3	1	-1.45E-02
0.3	2	-1.48E-02
0.3	3	-1.49E-02
0.3	4	-1.49E-02
0.3	5	-1.46E-02
0.3	6	-1.39E-02
0.3	7	-1.31E-02
0.3	8	-1.21E-02
0.3	9	-1.10E-02
0.3	10	-9.00E-03
0.3	11	-5.15E-03
0.3	12	-1.59E-03
0.3	13	-2.22E-03
0.3	14	-1.15E-02
0.3	15	-2.92E-02
0.3	16	-5.43E-02
0.3	17	-8.14E-02
0.3	18	-9.84E-02
0.3	19	-1.07E-01
0.3	20	-1.13E-01
0.4	-10	1.33E-03
0.4	-9	-1.50E-02
0.4	-8	-2.37E-02
0.4	-7	-1.95E-02
0.4	-6	-1.24E-02
0.4	-5	-9.89E-03
0.4	-4	-1.05E-02
0.4	-3	-1.14E-02
0.4	-2	-1.24E-02
0.4	-1	-1.32E-02
0.4	0	-1.40E-02
0.4	1	-1.49E-02
0.4	2	-1.56E-02
0.4	3	-1.62E-02
0.4	4	-1.65E-02
0.4	5	-1.64E-02
0.4	6	-1.59E-02
0.4	7	-1.39E-02
0.4	8	-9.14E-03
0.4	9	-1.95E-03
0.4	10	2.78E-03
0.4	11	4.83E-04
0.4	12	-1.10E-02
0.4	13	-2.91E-02
0.4	14	-5.02E-02
0.4	15	-6.90E-02
0.4	16	-8.35E-02
0.4	17	-9.41E-02
0.4	18	-1.03E-01
0.4	19	-1.11E-01
0.4	20	-1.18E-01
0.5	-10	2.06E-02
0.5	-9	-4.03E-03
0.5	-8	-2.30E-02
0.5	-7	-2.65E-02
0.5	-6	-2.09E-02
0.5	-5	-1.64E-02
0.5	-4	-1.49E-02
0.5	-3	-1.47E-02
0.5	-2	-1.51E-02
0.5	-1	-1.55E-02
0.5	0	-1.60E-02
0.5	1	-1.65E-02
0.5	2	-1.68E-02
0.5	3	-1.68E-02
0.5	4	-1.64E-02
0.5	5	-1.52E-02
0.5	6	-1.27E-02
0.5	7	-7.33E-03
0.5	8	1.15E-03
0.5	9	9.39E-03
0.5	10	8.46E-03
0.5	11	-5.83E-03
0.5	12	-3.01E-02
0.5	13	-5.66E-02
0.5	14	-7.81E-02
0.5	15	-9.17E-02
0.5	16	-9.90E-02
0.5	17	-1.05E-01
0.5	18	-1.16E-01
0.5	19	-1.25E-01
0.5	20	-1.30E-01
